H2_mean,H2_std,H2_min,H2_max,H2_median,H2_skew,H2_kurtosis,H2_range,H2_energy,CO_mean,CO_std,CO_min,CO_max,CO_median,CO_skew,CO_kurtosis,CO_range,CO_energy,C2H4_mean,C2H4_std,C2H4_min,C2H4_max,C2H4_median,C2H4_skew,C2H4_kurtosis,C2H4_range,C2H4_energy,C2H2_mean,C2H2_std,C2H2_min,C2H2_max,C2H2_median,C2H2_skew,C2H2_kurtosis,C2H2_range,C2H2_energy,id
0.001586787350005697,0.00033883545212239443,0.0011994932092,0.0022940663356,0.0015234825603999999,0.44763489146917135,-1.0834186833010748,0.0010945731264,0.0011057354942562974,0.03352220550443809,0.0035247297846609975,0.029560928824,0.0420994603739999,0.032636554962499995,0.7096751846009239,-0.5570028355046723,0.012538531549999898,0.47718803241339536,0.002054130314069747,0.0010611277712246447,0.0010150035996,0.0046303795603,0.00167613640279995,0.8305878872207029,-0.5255805045748074,0.0036153759607,0.002245086267498673,0.0002769354236967507,2.7184094670368058e-05,0.00024955001837,0.00034541049888,0.000267542337815,0.8770233253107396,-0.34746380438301827,9.586048051000003e-05,3.2521525638481474e-05,2_trans_497.csv
0.002203926994002843,0.00019394546115177893,0.0018745549312999,0.0027638395364,0.00214808431425,1.0833349632977924,0.8134621269204048,0.0008892846051001002,0.002055861795454229,0.032707873531707135,0.0013126167179862717,0.030855116927,0.037128121837,0.03251257909549995,1.5961253631289476,2.214608418091399,0.006273004909999998,0.45004174051808377,0.00351566619349855,0.0009310414160065636,0.0026127041073,0.0065196966102,0.00317212389075,1.7131931636485402,1.879576945325609,0.0039069925029,0.0055552336990198,8.859179173862405e-05,1.7211818418806235e-05,6.830159400700001e-05,0.00014555640381,8.3628187669e-05,1.7145536819278016,2.133741926576458,7.7254809803e-05,3.420795947831511e-06,2_trans_483.csv
0.0011337012343559615,0.00023687113359031287,0.0009470443238699,0.0018162987975,0.00099111598294,1.4156927802753843,0.7257290208995162,0.0008692544736300998,0.000563382297537608,0.02618532998384284,0.004172024345522606,0.021001198557,0.036884745113,0.024690223486499997,0.9710808094075698,-0.14401843270360004,0.015883546556,0.2952924632709964,0.0014125070077786522,0.00045142023764903284,0.00098845819647,0.0029992656575,0.0013095524703999502,1.8426610215181485,2.7531173235922877,0.0020108074610299996,0.0009235616367528224,0.00010874538961976189,5.4349922946121944e-05,5.6320568141e-05,0.00025288667046,8.04241883665e-05,1.1717157182579896,0.09939767452000892,0.00019656610231899997,6.2073790328773485e-06,2_trans_2396.csv
0.0009525583265052209,0.00028954201988240844,0.00068749074683,0.0016588337164,0.0008284660471949499,0.8941668334979466,-0.4978898607527822,0.0009713429695700001,0.00041630481760224507,0.02043115685551189,0.0032481844482901007,0.016920520122,0.028043779024,0.019584085676,0.6627617074820636,-0.74669263414917,0.011123258902000003,0.17975280651915065,0.005917316730929744,0.001252130238600109,0.0045510041059,0.0086043632803999,0.0056432111038,0.5136732802010343,-1.0516399643436511,0.0040533591744999,0.015364636319994294,0.0002945723699852205,1.3587874756480273e-05,0.00027343682866,0.00031039051281,0.000302210103815,-0.5121444315730008,-1.4627106723670724,3.6953684149999995e-05,3.6522154829625114e-05,2_trans_1847.csv
0.0019329274249747464,7.766644699917289e-05,0.0017908304053,0.0020911746444,0.0019394422253,-0.23385199052436306,-1.155247939861367,0.0003003442390999999,0.0015717410130277718,0.010844070549047131,0.0010658265935546624,0.0094934228239,0.014123587563,0.0106268388515,1.2290932037555933,1.0773008379693954,0.004630164739100001,0.04986653800810066,0.009217824598233795,0.001770098926634841,0.0071917301738,0.01325111075,0.0087188335896,0.7096729127749948,-0.7187408842663459,0.0060593805762,0.03700264702422869,0.00026803898054365285,2.721318420423849e-05,0.0002380159628499,0.00034681695021,0.00025745084469,1.2695957262709245,0.6504955262942493,0.0001088009873601,3.0485890043874106e-05,2_trans_2382.csv
0.002739932234405452,6.229367608726513e-05,0.0026751260803,0.0029452059459,0.0027282080352000002,1.6710642319603706,2.169252675142264,0.0002700798656,0.0031546658435100978,0.0064467817353468905,0.00280431119396116,0.0035497992897,0.0144359456429999,0.0049014267202,1.3852004964946651,0.7019857442298747,0.0108861463532999,0.020758565526626818,0.0070061450140071245,0.0011154736254326857,0.0060973162663,0.010251571786,0.0063950579173,1.4852089530927404,0.9242838442179471,0.004154255519700001,0.021138746733859792,9.339376509011594e-05,3.3486071719462947e-05,5.4813708774e-05,0.00018678936437,7.5252341855e-05,1.2994448970182493,0.5294937684374963,0.000131975655596,4.134359189901686e-06,2_trans_2369.csv
0.0017238177300430738,5.9764933234248694e-05,0.0015992561473,0.0018434769049,0.00172646630025,-0.2647505978668316,-1.0066855469857408,0.00024422075759999995,0.0012495501537352469,0.03111245806721189,0.002333468130277979,0.0281970528819999,0.038308342675,0.030370438181999998,1.3529983287063356,1.1664507648360214,0.010111289793000102,0.4088406506095974,0.0024169478718904618,0.0006696750598696439,0.0019496175052,0.0045579484786,0.0020828119136,1.6976015406609934,1.6764955554636085,0.0026083309734,0.002641842714523842,0.00036132707185560094,4.417108955298527e-05,0.0002995724531499,0.00047707137562,0.00035240612426499997,0.8473013863547976,-0.044452564342718937,0.00017749892247009998,5.5653501963376996e-05,2_trans_454.csv
0.0028956561167637917,0.0003025450102641401,0.0026244138705,0.0037770466283,0.0027478040461499497,1.372947723780252,0.7380933114330199,0.0011526327578,0.003560070288510662,0.015810759658009512,0.001350409093984326,0.013046293447,0.0190627547469999,0.01602748473,-0.2928470108707148,0.06775198521541403,0.006016461299999901,0.1057575647874718,0.00834632035345879,0.0013734492738102847,0.0068341064277,0.011880915895,0.00788956330815,0.9641022394662611,-0.15750227091993718,0.0050468094673,0.03004991906712201,0.00023671546395800288,4.535548858242405e-05,0.0001872376263,0.00035389859279,0.00022100769514495002,0.9929628207564265,-0.10862571975138469,0.00016666096649,2.439835911298924e-05,2_trans_1660.csv
0.0001827819788333743,7.08230375549358e-05,5.3007984969e-05,0.0003508629180899,0.00019220365775,-0.20503245710407203,-0.8836268410505008,0.0002978549331209,1.6138564862595812e-05,0.010530668832595227,0.0010428106400485482,0.0082482153513,0.012891611744,0.0107565485725,-0.6286454766726243,0.12957279637295738,0.0046433963927,0.047032624838972206,0.003624732951802123,0.0001072821111001851,0.0034016950529,0.0039062415958,0.0036444086324,-0.2561072298536314,0.1979555147899159,0.0005045465428999999,0.005523083337761742,0.00022702786188127,4.932950922042287e-05,0.00017263245798,0.00036948404342,0.00020767560253999998,1.2839540823937665,0.6780774630426367,0.00019685158544000003,2.2669521231129695e-05,2_trans_332.csv
0.0028961976980235505,0.00016448618767597893,0.0026342396236999,0.0034431509655,0.0028702100448000003,1.415982860111535,1.9468770502983013,0.0008089113418001002,0.003534307061028698,0.02261720921246189,0.006591635153500016,0.015438611952,0.038754331409,0.020001601203,0.9337221880953392,-0.3830861066272093,0.023315719457,0.2330948787539939,0.009768214854283554,0.0010600734144178368,0.0088212267991,0.012870344774,0.009160279371,1.4369907649787985,0.8370732330459791,0.004049117974900001,0.04054754637502858,8.677041596291999e-05,4.1046762343463096e-05,4.7860609522e-05,0.00021086592038,6.5092786813e-05,1.5075982371459373,1.1058767618687897,0.000163005310858,3.869855549808739e-06,2_trans_326.csv
0.0028894086602328384,0.0002950147821542614,0.0025546706273,0.0036162303103,0.0028141332004500003,0.7342100278155165,-0.48921864236514123,0.001061559683,0.0035430007735575827,0.014305283623792839,0.0031817898018456085,0.011377536749,0.0225123067909999,0.01291421250699995,1.0172377790942573,-0.16019144257470685,0.0111347700419999,0.09020126887811938,0.0033785077621276017,0.0006580878982244659,0.0025338471476,0.0049953231405,0.00336607792535,0.41752861421683163,-0.5931199860105769,0.0024614759929,0.004975905639829298,0.00021873924452114738,2.3080201865298978e-05,0.0001888289187799,0.00027758786522,0.000218379509485,0.4702116422920435,-0.40053694480762925,8.875894644010002e-05,2.0319412180966604e-05,2_trans_440.csv
0.0006728592183531228,0.0005743382446198016,0.00010423617006,0.0020003232218,0.00046609798689,0.7663398893231212,-0.7105337883379286,0.0018960870517399997,0.0003286936577214068,0.02063236892526903,0.005406464063690311,0.015345275034,0.0331392474,0.0187426069005,0.7534509240546334,-0.7235985657887531,0.017793972366000003,0.19106829047896043,0.009091138746516417,0.001294591743160235,0.0079786388049,0.012448478902,0.0084491727523,1.0838884240094258,-0.08639177615339033,0.004469840097099999,0.0354164040257457,9.27370682535812e-05,5.749293086696771e-05,3.968001164199999e-05,0.00024035385888,6.68474142645e-05,1.0193710410351913,-0.1888246139750458,0.000200673847238,5.000352389736187e-06,2_trans_1884.csv
0.001168635857344035,5.08779458841089e-05,0.00108728183,0.0012412693285,0.0011664730138,-0.05415018667471658,-1.381545841527985,0.00015398749849999992,0.0005746852996279978,0.009566132416406654,0.0016360028861508549,0.0077386613956,0.014600412263,0.00895784617355,1.4275795609680277,1.1830558609707964,0.006861750867400001,0.03955870583772246,0.004527311604002123,0.0009140119490231113,0.0033781305948,0.0068232456052,0.00429568221245,0.8246434852132669,-0.3076935855757763,0.0034451150103999998,0.008959426645129507,0.00037550626545095875,5.374282444671568e-05,0.00031504886335,0.00052056845786,0.0003568434169,1.0775908213161436,0.13229273138211672,0.00020551959451000002,6.043516356042331e-05,2_trans_2355.csv
0.002251394126570462,8.306012704229482e-05,0.0021442115383,0.0023757469576,0.0022241034575,0.28910072473937615,-1.5512172020318775,0.00023153541929999983,0.002131783289101307,0.017282376912697604,0.004483826713172969,0.01293018269,0.028277670326,0.015560072796499999,0.9033274318024578,-0.41022828668166245,0.015347487635999999,0.1338898065734488,0.003243179010764032,0.0010917040259297327,0.0018606718353,0.0057672286046,0.00307035170879995,0.5521266278791742,-0.6942276865632979,0.003906556769300001,0.004918211665958452,0.00022251449020021808,1.5762890873955338e-05,0.00019288311535,0.0002505292697,0.0002291082727749,-0.613117046326597,-0.7666708376964033,5.7646154349999995e-05,2.0899690172662217e-05,2_trans_468.csv
