iter	MultiClass
113	0.1851474572
114	0.1839073798
115	0.1823980251
116	0.1809253085
117	0.17925326
118	0.1778926376
119	0.1761891501
120	0.1748482967
121	0.1732530766
122	0.1721249093
123	0.1706412512
124	0.169156663
125	0.168020645
126	0.1666641345
127	0.1652273537
128	0.1638834637
129	0.1627381944
130	0.161462148
131	0.1600386883
132	0.1588431949
133	0.1576141094
134	0.1566421239
135	0.1555646697
136	0.1544589348
137	0.153340505
138	0.1524598147
139	0.1511249299
140	0.1500878739
141	0.148742982
142	0.1476570855
143	0.1467297904
144	0.1457464409
145	0.1449393187
146	0.1439477072
147	0.1429129817
148	0.1417130503
149	0.1409171537
150	0.1399601946
151	0.1390301874
152	0.1382722148
153	0.1372924878
154	0.136434977
155	0.1357561684
156	0.13496346
157	0.1343018676
158	0.1332732595
159	0.1324314782
160	0.1316103146
161	0.1308061304
162	0.1301705875
163	0.1292726573
164	0.1285287982
165	0.1278700359
166	0.1270737699
167	0.126252535
168	0.1254651357
169	0.1248587988
170	0.1240576201
171	0.1232273564
172	0.1226378849
173	0.1219814491
174	0.1212652562
175	0.1206033205
176	0.1199352115
177	0.1190293572
178	0.1180818314
179	0.1173796495
180	0.1167921706
181	0.1161030471
182	0.1156377301
183	0.1152116535
184	0.114714445
185	0.1140954083
186	0.1136393212
187	0.113142708
188	0.1126447753
189	0.1120327011
190	0.111621215
191	0.1109058864
192	0.1103289922
193	0.1098530896
194	0.1092005075
195	0.1086434358
196	0.1081470989
197	0.1075397544
198	0.1070807414
199	0.1066033475
200	0.1060622187
201	0.1057188186
202	0.105261304
203	0.1048211416
204	0.1042796122
205	0.1038351021
206	0.1033024377
207	0.1027764494
208	0.1023702852
209	0.1018893642
210	0.1015415436
211	0.1009760864
212	0.1005581971
213	0.1000502253
214	0.09963452734
215	0.09920928478
216	0.09876022495
217	0.09831656327
218	0.09808359218
219	0.09767559625
220	0.09726449026
221	0.09678509933
222	0.09646493307
223	0.09596895749
224	0.09540826412
225	0.09509743318
226	0.09482410902
227	0.09454122422
228	0.09401596717
229	0.09351947093
230	0.09317146213
231	0.09277400798
232	0.09241280573
233	0.09200357467
234	0.09151608302
235	0.09105936817
236	0.09065530534
237	0.09032421158
238	0.08989387648
239	0.08952508783
240	0.08930111407
241	0.08887698851
242	0.08847161286
243	0.08809892038
244	0.08774565761
245	0.08744689816
246	0.0871355874
247	0.08680306073
248	0.08633378148
249	0.08597301266
250	0.08555137196
251	0.08527319809
252	0.08497612507
253	0.08451556674
254	0.08415741063
255	0.08385390348
256	0.08351326909
257	0.08317129357
258	0.08289630867
259	0.08256666538
260	0.08216846538
261	0.08197244957
262	0.0816761276
263	0.08146337571
264	0.08110533775
265	0.08078939153
266	0.08051221574
267	0.08025430377
268	0.07983542417
269	0.07961339253
270	0.07938838373
271	0.07904440434
272	0.07882586733
273	0.07859262631
274	0.07832697463
275	0.07807306124
276	0.07780462574
277	0.07744822493
278	0.07711534401
279	0.07684579469
280	0.07656004774
281	0.07629514136
282	0.07601541273
283	0.07571508194
284	0.07548594139
285	0.07508866606
286	0.07482171674
287	0.07458152992
288	0.07420015015
289	0.07396505439
290	0.07369142536
291	0.07337117327
292	0.07310682461
293	0.07293606874
294	0.0726987342
295	0.07242829516
296	0.07207403601
297	0.07189002504
298	0.07169853972
299	0.07151354104
300	0.07122382285
301	0.07100533391
302	0.07067351244
303	0.07041902149
304	0.07021466044
305	0.06990587403
306	0.06965722728
307	0.06931064577
308	0.06901584015
309	0.06872571985
310	0.06841766443
311	0.06817657113
312	0.06799226819
313	0.06779493117
314	0.06753895602
315	0.06736181311
316	0.06706607559
317	0.06689698806
318	0.06660725218
319	0.06634564034
320	0.06618630299
321	0.06608153702
322	0.06592279986
323	0.06572900745
324	0.06560023771
325	0.06540129799
326	0.06526208578
327	0.06494032859
328	0.06480557292
329	0.06455618239
330	0.06442165509
331	0.06425873026
332	0.06401974645
333	0.06384567703
334	0.06358600272
335	0.06340905548
336	0.06316081564
337	0.06293515449
338	0.06271116056
339	0.0625341293
340	0.06235667305
341	0.06207814045
342	0.06186448586
343	0.06170626475
344	0.06156876619
345	0.06144673525
346	0.06119534108
347	0.06109256855
348	0.06090905092
349	0.06071512583
350	0.06055905944
351	0.0603323583
352	0.06019680337
353	0.05994839826
354	0.05967830508
355	0.05943769458
356	0.05923447856
357	0.05903902793
358	0.05885108344
359	0.05865763384
360	0.05845280462
361	0.05832890079
362	0.05818076275
363	0.05805657396
364	0.05787218189
365	0.05771470158
366	0.05753989021
367	0.05740544622
368	0.05723331777
369	0.05703871551
370	0.05676946061
371	0.05661601771
372	0.05643484193
373	0.05625711657
374	0.05608288844
375	0.05590193697
376	0.05572049425
377	0.05561275705
378	0.05544142883
379	0.0552623013
380	0.05510786413
381	0.05498386319
382	0.0548848225
383	0.05472882235
384	0.05460036259
385	0.05447308034
386	0.05426430839
387	0.05406093809
388	0.05387188471
389	0.05374682166
390	0.05351453008
391	0.05340681828
392	0.05324713914
393	0.05308696661
394	0.0529061723
395	0.0527979155
396	0.05268707517
397	0.0525466733
398	0.05242147222
399	0.05225906204
400	0.05214568458
401	0.05196809976
402	0.05182407007
403	0.05170111852
404	0.05152449561
405	0.05137391751
406	0.05123941731
407	0.05113152106
408	0.05104432203
409	0.05087102342
410	0.0507906402
411	0.05064100677
412	0.05054825455
413	0.05036861756
414	0.05027920093
415	0.05016703402
416	0.05006233122
417	0.0499263575
418	0.0498108075
419	0.04964866445
420	0.04948964202
421	0.04938950467
422	0.04920049859
423	0.04909919387
424	0.04892941377
425	0.04880168413
426	0.04863902081
427	0.04856687271
428	0.04847845426
429	0.04838106908
430	0.04824737562
431	0.04813246423
432	0.04803820271
433	0.04794407064
434	0.04782315383
435	0.04770017168
436	0.04756906877
437	0.04736356943
438	0.04728626586
439	0.0471999684
440	0.04706596099
441	0.04696877725
442	0.04688644954
443	0.04683981693
444	0.04671197106
445	0.04665396264
446	0.04653045798
447	0.04639672484
448	0.04629457451
449	0.04617291791
450	0.04605805722
451	0.04594917074
452	0.045820613
453	0.04566422356
454	0.04556914299
455	0.0453947988
456	0.04531004126
457	0.0451809696
458	0.04505410197
459	0.04495450735
460	0.04485303579
461	0.0447589668
462	0.04463831878
463	0.04451307531
464	0.04439022481
465	0.04430191255
466	0.04420817487
467	0.04410396652
468	0.04399380824
469	0.04389996586
470	0.04386084781
471	0.04375327146
472	0.04362073096
473	0.04355515951
474	0.04345282024
475	0.04332713848
476	0.04322769107
477	0.04306965027
478	0.04297323512
479	0.04281121127
480	0.04271717662
481	0.04259880591
482	0.0424684917
483	0.04235984078
484	0.04228950046
485	0.0422256913
486	0.04216946125
487	0.04205749235
488	0.04196657769
489	0.04190103167
490	0.04183947109
491	0.04175704426
492	0.04168112023
493	0.04158959418
494	0.04147920974
495	0.04139909646
496	0.04127808203
497	0.04118723149
498	0.04106417976
499	0.04096459158
500	0.04085032854
501	0.04079042544
502	0.04071042839
503	0.04058946138
504	0.04052046765
505	0.04041509537
506	0.0403726391
507	0.04031749462
508	0.04019887231
509	0.04009944819
510	0.04001194416
511	0.03989812773
512	0.0398456619
513	0.03976054857
514	0.03964933911
515	0.0395567206
516	0.03949905028
517	0.03941110008
518	0.03936274897
519	0.03930116501
520	0.03924531235
521	0.03918265925
522	0.03910180871
523	0.03900205829
524	0.03895279778
525	0.0388958476
526	0.03882656838
527	0.03872944529
528	0.03861282903
529	0.03852053603
530	0.03841543497
531	0.03827739035
532	0.03818815968
533	0.03813208758
534	0.0380573595
535	0.03801226285
536	0.03794153135
537	0.03787080655
538	0.03777927451
539	0.03773080902
540	0.03765181659
541	0.03759714712
542	0.03750788787
543	0.03741756565
544	0.03734373042
545	0.0372741747
546	0.03716530384
547	0.03707580411
548	0.03704654736
549	0.03700093268
550	0.03694905376
551	0.03685280845
552	0.03679547321
553	0.03674930981
554	0.03667947283
555	0.03658816049
556	0.03652133786
557	0.03646475498
558	0.03635091412
559	0.03628167703
560	0.03622827648
561	0.03613016403
562	0.03608306823
563	0.0360125539
564	0.03596034512
565	0.0359134052
566	0.03581991274
567	0.03576092175
568	0.03564632695
569	0.03556274245
570	0.03552782265
571	0.03546388863
572	0.03536786163
573	0.0352920024
574	0.03520860826
575	0.03517553366
576	0.03512388878
577	0.03506938216
578	0.03503026348
579	0.0349527018
580	0.03487935786
581	0.03480220079
582	0.03469930837
583	0.03464640049
584	0.03458019101
585	0.03453985321
586	0.03448700536
587	0.03442829536
588	0.03438934043
589	0.03433357991
590	0.03430883703
591	0.03426709323
592	0.03421848642
593	0.0341756468
594	0.03411180962
595	0.03405589097
596	0.03398220462
597	0.03393136558
598	0.03388857695
599	0.03383763325
600	0.03379343386
601	0.03372072874
602	0.03363682307
603	0.03358716983
604	0.03350771663
605	0.0334264476
606	0.0333472572
607	0.03328773315
608	0.03322091349
609	0.03316346348
610	0.03309249956
611	0.03302440359
612	0.03294957561
613	0.03288505644
614	0.03282406714
615	0.03274957638
616	0.03267977687
617	0.03261438974
618	0.0325485688
619	0.03250337197
620	0.0324479471
621	0.03240831086
622	0.03233548895
623	0.03230450763
624	0.03223007934
625	0.03215123069
626	0.03205511004
627	0.03199504323
628	0.03192381553
629	0.0318593847
630	0.0317803348
631	0.03173294695
632	0.03167737808
633	0.0315752595
634	0.03151159194
635	0.03144808774
636	0.03138513458
637	0.03133649434
638	0.0312802255
639	0.03122419649
640	0.03120390038
641	0.03114104491
642	0.03106010262
643	0.03098436669
644	0.03092861366
645	0.03086823759
646	0.03078903326
647	0.03075202335
648	0.03071386627
649	0.03062080377
650	0.03057378132
651	0.03052372348
652	0.03048948288
653	0.03041591542
654	0.03036078901
655	0.03033250081
656	0.03029594037
657	0.03022563149
658	0.03019432626
659	0.03015357853
660	0.03009252273
661	0.03003654878
662	0.03001007472
663	0.02998282978
664	0.02991267031
665	0.02984923943
666	0.02979333487
667	0.0297346674
668	0.02970440723
669	0.02964794741
670	0.02961844156
671	0.02958740502
672	0.0295222087
673	0.02947269922
674	0.02940268287
675	0.02935390026
676	0.02932223227
677	0.0292657626
678	0.0292360179
679	0.02918516256
680	0.02916387225
681	0.0291018418
682	0.02906139624
683	0.02898925505
684	0.02894333042
685	0.02887859618
686	0.02884946149
687	0.02879270927
688	0.02870837155
689	0.02863534975
690	0.02858193291
691	0.02852169665
692	0.02848762715
693	0.02844099247
694	0.02838875227
695	0.02834504082
696	0.02826818995
697	0.02822009452
698	0.02815297409
699	0.02811815851
700	0.02803889957
701	0.02799566448
702	0.0279312303
703	0.02789207949
704	0.02785975732
705	0.02780118874
706	0.02773339356
707	0.02768436656
708	0.02764307844
709	0.0275923952
710	0.02754895832
711	0.0275145134
712	0.02747116062
713	0.0274504703
714	0.02739360727
715	0.02733730998
716	0.02731851386
717	0.02724287143
718	0.02720709837
719	0.02716566408
720	0.02713029339
721	0.02709902713
722	0.02703530494
723	0.02697347154
724	0.02693252913
725	0.02690693368
726	0.02686876966
727	0.02684632328
728	0.02681717495
729	0.02675023506
730	0.02671747415
731	0.02666718608
732	0.02661476583
733	0.02658013164
734	0.02654420832
735	0.02650733917
736	0.02646607318
737	0.02643699911
738	0.02639374592
739	0.02637062544
740	0.0263227294
741	0.026282038
742	0.02624859474
743	0.0261911852
744	0.02614282777
745	0.02611789729
746	0.02608343187
747	0.02603371874
748	0.02598747859
749	0.02594328465
750	0.02592554511
751	0.02590226938
752	0.02585890807
753	0.02580419648
754	0.02578778819
755	0.02576042351
756	0.02572590554
757	0.02567269725
758	0.02561894657
759	0.02557813128
760	0.02554665535
761	0.02552328869
762	0.0255043477
763	0.0254733359
764	0.02545337547
765	0.02541984694
766	0.02537956024
767	0.02534231278
768	0.02531494799
769	0.02526269874
770	0.02521650389
771	0.02515623767
772	0.0251096762
773	0.02509051212
774	0.02503314962
775	0.02499343083
776	0.0249619071
777	0.02493178572
778	0.02489811351
779	0.0248573831
780	0.0248366333
781	0.02479631854
782	0.02475163979
783	0.0246972188
784	0.02466243925
785	0.02461791004
786	0.02456950707
787	0.02453041221
788	0.02447871376
789	0.02443503129
790	0.02438754316
791	0.0243566669
792	0.02432086588
793	0.02429507469
794	0.02426740017
795	0.02422763882
796	0.02420518416
797	0.02418280268
798	0.02414284476
799	0.02411249183
800	0.02408074026
801	0.02402865442
802	0.02400264725
803	0.02396531714
804	0.02393068747
805	0.02389835079
806	0.02387383616
807	0.02384256556
808	0.02380608074
809	0.02377173511
810	0.02371358105
811	0.02368252509
812	0.02364428934
813	0.02360801311
814	0.02357591959
815	0.02353991904
816	0.02349904252
817	0.02346417558
818	0.02341767519
819	0.02336999788
820	0.02333193677
821	0.02331219579
822	0.02328643309
823	0.02324094409
824	0.02322192758
825	0.0231842706
826	0.02315583142
827	0.02312186515
828	0.02309401104
829	0.0230599529
830	0.02303008174
831	0.02299857386
832	0.02297046949
833	0.02293002836
834	0.02289384344
835	0.02285470833
836	0.02281794495
837	0.02279249737
838	0.02275688838
839	0.02271959943
840	0.02268839685
841	0.02265204742
842	0.02263419053
843	0.02258937561
844	0.02254547488
845	0.0225054616
846	0.02247093952
847	0.0224543579
848	0.02243352323
849	0.02240637187
850	0.02238050018
851	0.02234806099
852	0.02231575433
853	0.02227799721
854	0.02224373338
855	0.02221140835
856	0.02218830645
857	0.02215290844
858	0.02211962954
859	0.02210078701
860	0.02206653819
861	0.02205275258
862	0.02203268843
863	0.02199316915
864	0.021954635
865	0.02193142096
866	0.02187833624
867	0.02185323699
868	0.02182598705
869	0.0217983747
870	0.02175908026
871	0.02173486673
872	0.0217054497
873	0.02167722817
874	0.02162925799
875	0.02160297947
876	0.02156732004
877	0.02154104292
878	0.02152034291
879	0.02149044489
880	0.02144805031
881	0.02142628955
882	0.02141151084
883	0.02138079453
884	0.02135467126
885	0.02133483318
886	0.02129921904
887	0.02127438432
888	0.02122910912
889	0.02120062192
890	0.02117747076
891	0.02114364661
892	0.02112590234
893	0.02109781656
894	0.02106335879
895	0.02104181195
896	0.02101984266
897	0.02099962014
898	0.02097224438
899	0.0209414475
900	0.02091408076
901	0.02088822566
902	0.02086550002
903	0.02084414403
904	0.02082445714
905	0.02078548485
906	0.02077283135
907	0.02074931664
908	0.020722336
909	0.02068596674
910	0.02066649968
911	0.02063986225
912	0.02061208037
913	0.02058052798
914	0.02055713904
915	0.02054100483
916	0.02050956989
917	0.02048396103
918	0.02046033225
919	0.02043086178
920	0.02040226999
921	0.02038352677
922	0.02034239185
923	0.02032242385
924	0.02029685955
925	0.02026964292
926	0.02024457563
927	0.02022702305
928	0.02019643716
929	0.02016101664
930	0.02013431522
931	0.02009662268
932	0.02007036736
933	0.02005563229
934	0.02002360304
935	0.02000189601
936	0.0199876945
937	0.01995727365
938	0.01992639592
939	0.01988304963
940	0.01984784533
941	0.01981748383
942	0.0197841993
943	0.01975018444
944	0.01972244397
945	0.01969753583
946	0.01965528884
947	0.0196350453
948	0.01962338374
949	0.01960009553
950	0.01957053048
951	0.01953833606
952	0.01951486388
953	0.01950038995
954	0.0194640396
955	0.01944616923
956	0.01940900669
957	0.01936939824
958	0.01934791034
959	0.01931855028
960	0.01929589272
961	0.01926610236
962	0.01923262201
963	0.01920827661
964	0.01918799406
965	0.01917258333
966	0.01915711063
967	0.01913062441
968	0.01910664031
969	0.01908104206
970	0.01906974043
971	0.01904830864
972	0.01902584833
973	0.01899433691
974	0.01896241327
975	0.01894879154
976	0.01892861277
977	0.01889896447
978	0.01886215113
979	0.01885084711
980	0.01882470534
981	0.01880347891
982	0.01877403858
983	0.01874996524
984	0.01873766267
985	0.01872126286
986	0.01869681129
987	0.018677837
988	0.01865581536
989	0.01864136202
990	0.0186081382
991	0.0185750651
992	0.01855010844
993	0.0185226481
994	0.01850296986
995	0.01847329883
996	0.01843833627
997	0.01841370141
998	0.01840052932
999	0.01838640795
1000	0.01835507702
1001	0.01833057449
1002	0.01830668616
1003	0.01829609088
1004	0.0182835176
1005	0.01826549612
1006	0.018249817
1007	0.01823317088
1008	0.01821655583
1009	0.01820134808
1010	0.01817366954
1011	0.01815041174
1012	0.01812210713
1013	0.01809860398
1014	0.01807167548
1015	0.01805533362
1016	0.01802388644
1017	0.01800744017
1018	0.0179812829
1019	0.01796150559
1020	0.017922055
1021	0.01790035198
1022	0.01788574466
1023	0.01786791026
1024	0.0178531846
1025	0.01783019915
1026	0.01780103988
1027	0.01777263231
1028	0.01774691822
1029	0.01772805092
1030	0.01771370093
1031	0.01770070141
1032	0.01767133115
1033	0.01764033729
1034	0.01762148431
1035	0.01760204374
1036	0.0175765936
1037	0.01756558408
1038	0.01754557066
1039	0.01750901087
1040	0.01747650012
1041	0.01746468318
1042	0.01744048657
1043	0.01742689218
1044	0.01740386004
1045	0.01739262195
1046	0.01738519761
1047	0.01736178355
1048	0.01735072664
1049	0.01733086935
1050	0.01730386616
1051	0.01728936983
1052	0.01727392822
1053	0.01725061499
1054	0.01722952373
1055	0.01721435745
1056	0.01719716861
1057	0.01718044416
1058	0.01715673439
1059	0.01713917794
1060	0.01711807704
1061	0.01710363999
1062	0.0170839182
1063	0.01706502134
1064	0.01705492185
1065	0.01704245226
1066	0.01702922408
1067	0.01701258743
1068	0.01699021629
1069	0.01697393525
1070	0.01696119136
1071	0.01694865445
1072	0.01692479235
1073	0.0169009669
1074	0.01687706791
1075	0.01685813345
1076	0.01684542426
1077	0.016826691
1078	0.01681063391
1079	0.0167958183
1080	0.01677239266
1081	0.01675330096
1082	0.01672901483
1083	0.01670895476
1084	0.01668457321
1085	0.01665673028
1086	0.01662860623
1087	0.01661463992
1088	0.01659295764
1089	0.01657987075
1090	0.01656327027
1091	0.0165482776
1092	0.01653768931
1093	0.01651268498
1094	0.01649507889
1095	0.01647355703
1096	0.0164481222
1097	0.01642420175
1098	0.0163986689
1099	0.016374865
1100	0.01634747813
1101	0.01633722103
1102	0.01632999667
1103	0.01631492971
1104	0.01629528665
1105	0.0162749811
1106	0.01626418756
1107	0.01624025431
1108	0.01622243654
1109	0.01618822208
1110	0.01616202347
1111	0.01614809043
1112	0.01611732973
1113	0.01609123367
1114	0.0160775419
1115	0.01605370372
1116	0.01603418168
1117	0.01601951062
1118	0.01599814157
1119	0.01598497389
1120	0.01597013541
1121	0.01595336599
1122	0.0159436186
1123	0.01592798694
1124	0.01591732038
1125	0.01589642981
1126	0.0158685206
1127	0.01584905373
1128	0.01582454085
1129	0.01581248217
1130	0.01579308928
1131	0.01578322268
1132	0.0157662784
1133	0.01575667041
1134	0.01574587358
1135	0.01572787456
1136	0.01571384671
1137	0.01569260082
1138	0.01567686004
1139	0.01566464208
1140	0.01564508966
1141	0.01562522641
1142	0.01560842188
1143	0.01559806839
1144	0.0155864705
1145	0.01557192941
1146	0.01555105184
1147	0.0155380904
1148	0.01552312201
1149	0.01550603933
1150	0.01549243274
1151	0.01546771362
1152	0.01545647611
1153	0.0154345027
1154	0.01541133011
1155	0.01539527451
1156	0.01538013914
1157	0.01535540621
1158	0.01534135145
1159	0.01530441572
1160	0.01527468956
1161	0.0152677729
1162	0.01525771605
1163	0.01524351596
1164	0.01521793264
1165	0.01520319953
1166	0.01519377501
1167	0.01518103954
1168	0.0151661964
1169	0.01513807835
1170	0.01512277516
1171	0.01510511655
1172	0.01509271496
1173	0.01507003451
1174	0.01505574802
1175	0.01504352935
1176	0.01502738995
1177	0.01501576309
1178	0.01500105623
1179	0.01498473939
1180	0.01496591223
1181	0.0149469512
1182	0.0149361163
1183	0.01492234267
1184	0.01489784651
1185	0.01488096503
1186	0.01485865719
1187	0.01483650942
1188	0.01481867012
1189	0.01480889469
1190	0.0147952336
1191	0.01477879591
1192	0.01476925016
1193	0.01475435263
1194	0.01474125516
1195	0.01471794427
1196	0.01470025668
1197	0.01469162404
1198	0.01467252819
1199	0.0146561664
1200	0.01464298189
1201	0.01462250181
1202	0.0145974744
1203	0.01458438124
1204	0.01456615623
1205	0.01454663457
1206	0.01453099249
1207	0.01450837535
1208	0.01449736174
1209	0.01448607663
1210	0.0144725146
1211	0.01446709459
1212	0.01445256618
1213	0.01444467336
1214	0.01443105581
1215	0.0144223858
1216	0.01441465425
1217	0.01440318272
1218	0.01439402987
1219	0.01438411792
1220	0.01437505522
1221	0.01436591319
1222	0.0143528838
1223	0.01434502506
1224	0.01433469039
1225	0.01431428357
1226	0.01430092535
1227	0.01428291103
1228	0.01426915043
1229	0.01425195615
1230	0.01423605522
1231	0.01422253875
1232	0.01420806109
1233	0.01419469206
1234	0.01417733692
1235	0.01416271055
1236	0.01413901728
1237	0.01413103029
1238	0.01411338676
1239	0.01410625102
1240	0.01409471709
1241	0.01407372494
1242	0.01405980669
1243	0.01405046654
1244	0.01403710394
1245	0.01402744931
1246	0.01401932337
1247	0.01399855697
1248	0.01397962057
1249	0.01396954368
1250	0.013957757
1251	0.01394187276
1252	0.0139303992
1253	0.01391765859
1254	0.01390564975
1255	0.01389826036
1256	0.01388556511
1257	0.01387001873
1258	0.0138594675
1259	0.01384862263
1260	0.01383920305
1261	0.01382308422
1262	0.01381082784
1263	0.01380425812
1264	0.01379454878
1265	0.01378542941
1266	0.01377580408
1267	0.01376450832
1268	0.01375748925
1269	0.01374325496
1270	0.01373102153
1271	0.0137169041
1272	0.01370270809
1273	0.01369335661
1274	0.01368275586
1275	0.01366020641
1276	0.01364423364
1277	0.01363070335
1278	0.01361291788
1279	0.0135992343
1280	0.0135839586
1281	0.01356859877
1282	0.01355176367
1283	0.01353663812
1284	0.0135285153
1285	0.01350928795
1286	0.01349653162
1287	0.01348695625
1288	0.01347545286
1289	0.01346433247
1290	0.01344654877
1291	0.01342815976
1292	0.01341194013
1293	0.01339283
1294	0.01338063707
1295	0.01337110582
1296	0.01336556953
1297	0.01334081599
1298	0.01333327963
1299	0.01332904381
1300	0.01332057641
1301	0.01330292923
1302	0.01329284829
1303	0.01328104267
1304	0.01326776591
1305	0.01324637758
1306	0.01323241195
1307	0.01321490601
1308	0.01320127026
1309	0.01318778208
1310	0.01318235596
1311	0.01316925077
1312	0.01315281584
1313	0.01314177908
1314	0.01313188918
1315	0.01312435998
1316	0.01310760204
1317	0.01309805361
1318	0.01308492711
1319	0.0130705964
1320	0.01305322055
1321	0.01304168726
1322	0.01303486153
1323	0.01302769107
1324	0.01301539706
1325	0.01300871491
1326	0.01299991652
1327	0.01298356785
1328	0.01297289275
1329	0.01296788099
1330	0.0129629558
1331	0.01294484158
1332	0.01293223978
1333	0.01292340467
1334	0.01290541976
1335	0.01288560413
1336	0.01287380691
1337	0.01286164057
1338	0.01285078696
1339	0.01283897072
1340	0.01282418063
1341	0.01281304769
1342	0.01280098
1343	0.01279570285
1344	0.01278865671
1345	0.01277245735
1346	0.01276168252
1347	0.01275011522
1348	0.0127459162
1349	0.01273577932
1350	0.01272794102
1351	0.0127184141
1352	0.01269920134
1353	0.0126905027
1354	0.01267927204
1355	0.01266974137
1356	0.01266323452
1357	0.01264947234
1358	0.01264427021
1359	0.01262624686
1360	0.01261072509
1361	0.01260147459
1362	0.01259296166
1363	0.01257806803
1364	0.0125654173
1365	0.01255349007
1366	0.01254573869
1367	0.01253569915
1368	0.01252025049
1369	0.01251250771
1370	0.01249762021
1371	0.01248139022
1372	0.01247063245
1373	0.01245872448
1374	0.0124509139
1375	0.01244512851
1376	0.01243706458
1377	0.01243222141
1378	0.01241893806
1379	0.0124082031
1380	0.01240003374
1381	0.01238689709
1382	0.01237462528
1383	0.01236622294
1384	0.01235426877
1385	0.01234175249
1386	0.01233173253
1387	0.0123199273
1388	0.01230864871
1389	0.01229819482
1390	0.01228567543
1391	0.01226995544
1392	0.01225484045
1393	0.01224310598
1394	0.01223264698
1395	0.01222294841
1396	0.01221579812
1397	0.01220406162
1398	0.01219634988
1399	0.01218141169
1400	0.01217122118
1401	0.01215971771
1402	0.01214416193
1403	0.0121325798
1404	0.01212601985
1405	0.01211422166
1406	0.01210565017
1407	0.01209796714
1408	0.01208637254
1409	0.01207508355
1410	0.01206065199
1411	0.0120454933
1412	0.01203739237
1413	0.0120214947
1414	0.01200792448
1415	0.01199669039
1416	0.01198822414
1417	0.01198038181
1418	0.01196644722
1419	0.01195917085
1420	0.01194744488
1421	0.01193488156
1422	0.01191737109
1423	0.01190337251
1424	0.011887968
1425	0.01187473394
1426	0.01186569299
1427	0.01185577317
1428	0.01183837736
1429	0.01182409943
1430	0.0118172987
1431	0.01181039109
1432	0.01180409895
1433	0.01179552873
1434	0.0117905247
1435	0.01177667325
1436	0.01176463248
1437	0.01175079724
1438	0.0117373842
1439	0.01172988862
1440	0.01172064619
1441	0.01171069763
1442	0.01169259785
1443	0.01167670413
1444	0.01167212724
1445	0.01166606455
1446	0.0116555148
1447	0.01164286648
1448	0.01162758542
1449	0.01162216071
1450	0.01161301032
1451	0.01160832591
1452	0.01159778428
1453	0.01158855834
1454	0.01158098134
1455	0.01157141706
1456	0.01155505297
1457	0.01155057021
1458	0.01154534943
1459	0.01153492131
1460	0.01152570494
1461	0.01151296257
1462	0.01149908337
1463	0.01149405748
1464	0.01147732597
1465	0.0114715011
1466	0.01146156767
1467	0.01145375364
1468	0.0114447649
1469	0.01143094785
1470	0.01141964543
1471	0.01140778976
1472	0.01140371659
1473	0.011390758
1474	0.01138388913
1475	0.01137517404
1476	0.01136432519
1477	0.01135776574
1478	0.01135122448
1479	0.01133203498
1480	0.01132481261
1481	0.01131820583
1482	0.01131180019
1483	0.01130259929
1484	0.01129556305
1485	0.01128701694
1486	0.01127750309
1487	0.01126625217
1488	0.01125733419
1489	0.01125095678
1490	0.01124213445
1491	0.01123346834
1492	0.0112209158
1493	0.01121358547
1494	0.01120404266
1495	0.01119771884
1496	0.01118859527
1497	0.01117462623
1498	0.01116692273
1499	0.01115464989
1500	0.01114395049
1501	0.0111303605
